date,oil_rate
2020-12-05,600.4712026764643
2020-12-06,589.6377401139426
2020-12-07,644.6806142214639
2020-12-08,605.4449601943292
2020-12-09,629.1055276954432
2020-12-10,594.2706408299632
2020-12-11,607.0968882398253
2020-12-12,614.6711284383136
2020-12-13,567.3229043919745
2020-12-14,588.2097812855411
2020-12-15,621.4698475313158
2020-12-16,603.4541926275324
2020-12-17,589.3530291941055
2020-12-18,609.7714455666737
2020-12-19,588.9999573464471
2020-12-20,595.0099544403884
2020-12-21,607.829458264891
2020-12-22,602.6092578993234
2020-12-23,566.3737666084596
2020-12-24,0.0
2020-12-25,594.465470115382
2020-12-26,588.4397896384442
2020-12-27,616.6262980195622
2020-12-28,0.0
2020-12-29,589.8371659673363
2020-12-30,602.558025507921
2020-12-31,567.8755045543762
2021-01-01,573.8473427378839
2021-01-02,582.956872655657
2021-01-03,542.2047816347267
2021-01-04,563.1886081405302
2021-01-05,532.1991016480423
2021-01-06,583.6008291319431
2021-01-07,564.0753458237893
2021-01-08,531.9822124286745
2021-01-09,601.8097974424612
2021-01-10,596.9406268083989
2021-01-11,588.0089922505483
2021-01-12,576.7503423334164
2021-01-13,613.9336741229447
2021-01-14,580.8712321658718
2021-01-15,602.0696856892291
2021-01-16,551.3999659094594
2021-01-17,563.8369008386377
2021-01-18,553.8003363811798
2021-01-19,590.1461424810088
2021-01-20,0.0
2021-01-21,607.652750802768
2021-01-22,552.9569970455982
2021-01-23,556.1229864075943
2021-01-24,575.7318909118153
2021-01-25,555.3669165296131
2021-01-26,0.0
2021-01-27,581.8064599895662
2021-01-28,569.1001653650154
2021-01-29,545.6917555744594
2021-01-30,572.1524457434923
2021-01-31,535.4861574928519
2021-02-01,543.2383519775441
2021-02-02,541.945446687506
2021-02-03,517.1983477372311
2021-02-04,528.3142309105492
2021-02-05,546.7308224602706
2021-02-06,579.9037185618063
2021-02-07,559.0822200633957
2021-02-08,553.463389158168
2021-02-09,541.7409682296355
2021-02-10,0.0
2021-02-11,557.8175856114258
2021-02-12,514.4902800617083
2021-02-13,0.0
2021-02-14,551.3552618228377
2021-02-15,534.618012382373
2021-02-16,550.3629067818789
2021-02-17,528.7696295686078
2021-02-18,504.97441043952944
2021-02-19,516.9940276284765
2021-02-20,514.643624095934
2021-02-21,535.6312091039744
2021-02-22,520.77749326583
2021-02-23,542.1106114107411
2021-02-24,498.63932520907326
2021-02-25,509.0181939559826
2021-02-26,535.7338745221988
2021-02-27,563.934076610278
2021-02-28,482.45053418093585
2021-03-01,558.1414590768737
2021-03-02,516.710096822867
2021-03-03,558.648756834109
2021-03-04,469.9130887527399
2021-03-05,554.159583385401
2021-03-06,517.9528437524638
2021-03-07,500.9974465053243
2021-03-08,542.2211516645195
2021-03-09,519.6361989227893
2021-03-10,503.91882432997596
2021-03-11,525.149762275072
2021-03-12,534.033200131362
2021-03-13,510.29010662784117
2021-03-14,521.7035829389405
2021-03-15,508.27500578730417
2021-03-16,0.0
2021-03-17,541.6436733044284
2021-03-18,526.073329161671
2021-03-19,487.00727899727383
2021-03-20,486.4549459791471
2021-03-21,537.4259242062033
2021-03-22,527.4224330953823
2021-03-23,525.3533763905881
2021-03-24,528.2214195430237
2021-03-25,498.9281743217869
2021-03-26,525.3519585296983
2021-03-27,507.204988749835
2021-03-28,499.8625032188118
2021-03-29,497.7227380952175
2021-03-30,493.18627554115466
2021-03-31,494.2675487535642
2021-04-01,484.62508914063017
2021-04-02,516.6091560637509
2021-04-03,521.1192256531274
2021-04-04,524.6591938441092
2021-04-05,487.88341575669585
2021-04-06,541.8802445905561
2021-04-07,469.36547204291423
2021-04-08,512.5883877419577
2021-04-09,491.65894535247867
2021-04-10,490.91970598029803
2021-04-11,475.02292084053363
2021-04-12,500.02483400236736
2021-04-13,484.11052454170647
2021-04-14,476.20315654143064
2021-04-15,532.7191035490528
2021-04-16,470.4277595764042
2021-04-17,470.2853490504638
2021-04-18,488.4194128499844
2021-04-19,486.1310469209101
2021-04-20,495.03735376456586
2021-04-21,470.7454392962193
2021-04-22,509.39739712594536
2021-04-23,455.3943316706076
2021-04-24,509.2789125683796
2021-04-25,519.7831112608507
2021-04-26,546.6091284548935
2021-04-27,465.4065888561646
2021-04-28,471.47783871002684
2021-04-29,484.94268671018955
2021-04-30,497.45008026445197
2021-05-01,458.9834305566162
2021-05-02,459.103185609394
2021-05-03,521.1953034323672
2021-05-04,455.6881181799455
2021-05-05,473.3770438126237
2021-05-06,471.45120324602254
2021-05-07,0.0
2021-05-08,516.4813657129558
2021-05-09,449.5768086408291
2021-05-10,474.5614777584462
2021-05-11,486.9405759711197
2021-05-12,467.40180131984715
2021-05-13,475.2147734598263
2021-05-14,473.1927597918222
2021-05-15,0.0
2021-05-16,0.0
2021-05-17,462.5303977701203
2021-05-18,484.6016325670468
2021-05-19,447.9607768274588
2021-05-20,460.1515268668632
2021-05-21,481.0014972452276
2021-05-22,0.0
2021-05-23,470.8052729773911
2021-05-24,474.3644783743579
2021-05-25,452.56908205715615
2021-05-26,445.2898486416496
2021-05-27,469.2489209475561
2021-05-28,464.4896176787641
2021-05-29,0.0
2021-05-30,446.6125344362001
2021-05-31,468.58025959545927
2021-06-01,426.6388693202997
2021-06-02,462.2741484329727
2021-06-03,444.47460308063097
2021-06-04,474.65553123210606
2021-06-05,485.9408100060804
2021-06-06,419.61071486598587
2021-06-07,432.3436464605218
2021-06-08,0.0
2021-06-09,443.5981382906573
2021-06-10,415.1218365617405
2021-06-11,0.0
2021-06-12,477.65492315711515
2021-06-13,421.7792646671526
2021-06-14,426.84128448434376
2021-06-15,466.170767081295
2021-06-16,405.37414411240655
2021-06-17,427.1933284395203
2021-06-18,438.63429285291056
2021-06-19,455.6117105487012
2021-06-20,474.419604688091
2021-06-21,427.65993624984276
2021-06-22,444.45332853305433
2021-06-23,442.64206418548054
2021-06-24,425.37750667315305
2021-06-25,429.2702264219349
2021-06-26,450.6337389091821
2021-06-27,432.2912133859049
2021-06-28,443.2920190291567
2021-06-29,394.79986015322913
2021-06-30,462.3264133923367
2021-07-01,422.6702343102743
2021-07-02,463.99903020086896
2021-07-03,429.58984789841577
2021-07-04,456.7967207430459
2021-07-05,0.0
2021-07-06,431.06333133715367
2021-07-07,413.66377569675245
2021-07-08,442.5935167015786
2021-07-09,466.7492479761082
2021-07-10,428.69317003707704
2021-07-11,0.0
2021-07-12,457.36085085393347
2021-07-13,402.73613320273387
2021-07-14,392.79511234426775
2021-07-15,413.1181575050669
2021-07-16,419.00760604708597
2021-07-17,415.3587047372127
2021-07-18,431.83006848279007
2021-07-19,440.9634373334603
2021-07-20,448.6982206648277
2021-07-21,374.49232574272787
2021-07-22,407.31953768967117
2021-07-23,421.3919858480327
2021-07-24,428.8705510661618
2021-07-25,473.73731124499284
2021-07-26,437.51149369679
2021-07-27,463.87019664804666
2021-07-28,471.6773756944764
2021-07-29,0.0
2021-07-30,452.0380517844165
2021-07-31,433.34607518779603
2021-08-01,426.8274830139571
2021-08-02,446.5766786640886
2021-08-03,428.208157055206
2021-08-04,403.8157656118317
2021-08-05,442.07107577318436
2021-08-06,406.26481830218916
2021-08-07,424.94229990823175
2021-08-08,402.6107402440527
2021-08-09,390.93577822020444
2021-08-10,446.11451255482564
2021-08-11,443.83682153614996
2021-08-12,406.80818097446013
2021-08-13,371.53271445830103
2021-08-14,396.08216188095867
2021-08-15,406.133296404674
2021-08-16,378.9475513507278
2021-08-17,379.0332082874903
2021-08-18,390.1876495341051
2021-08-19,392.60692382176904
2021-08-20,380.83950546342663
2021-08-21,0.0
2021-08-22,0.0
2021-08-23,404.9765966192094
2021-08-24,411.4981015357563
2021-08-25,397.1574757909033
2021-08-26,399.8510570988604
2021-08-27,384.1231253686746
2021-08-28,427.1851695600176
2021-08-29,407.9840748399487
2021-08-30,404.62582711801485
2021-08-31,406.31497116780895
2021-09-01,383.5850013963709
2021-09-02,400.12305392056805
2021-09-03,418.793606438006
2021-09-04,330.5032985189727
2021-09-05,371.58964605630234
2021-09-06,451.53071334689025
2021-09-07,398.52429470715657
2021-09-08,425.8384252841048
2021-09-09,390.47581401312203
2021-09-10,421.71307274882315
2021-09-11,380.9769613191852
2021-09-12,371.24591098667617
2021-09-13,387.3993298160076
2021-09-14,398.0670401046007
2021-09-15,383.09549305108584
2021-09-16,381.05097760986797
2021-09-17,417.9956972413196
2021-09-18,401.6936789787147
2021-09-19,388.1952777754769
2021-09-20,386.0712882131549
2021-09-21,363.89662767738264
2021-09-22,390.1809672124154
2021-09-23,394.077979280903
2021-09-24,414.43271965060853
2021-09-25,395.25697316804025
2021-09-26,356.2112495346175
2021-09-27,412.16074241977606
2021-09-28,384.92724193554926
2021-09-29,375.78799425473863
2021-09-30,400.1193099962099
2021-10-01,396.73066171512136
2021-10-02,374.3282343637018
2021-10-03,411.66042646971647
2021-10-04,378.0850339145864
2021-10-05,382.1688282616164
2021-10-06,388.64356039552877
2021-10-07,360.4030610492192
2021-10-08,383.1310543383933
2021-10-09,358.1634106079416
2021-10-10,403.2733460216963
2021-10-11,393.81877539619006
2021-10-12,345.5142316903023
2021-10-13,394.6424886523479
2021-10-14,390.4428710240138
2021-10-15,355.69440142831996
2021-10-16,358.5898116131048
2021-10-17,387.659904734515
2021-10-18,386.8296762563952
2021-10-19,385.63159613127596
2021-10-20,380.3011858162315
2021-10-21,332.7851222425712
2021-10-22,367.9951654113156
2021-10-23,398.30870923505233
2021-10-24,373.3880964497987
2021-10-25,336.543557296906
2021-10-26,369.8162085930178
2021-10-27,369.0122254222756
2021-10-28,351.6183620919754
2021-10-29,381.2519673820239
2021-10-30,371.5528953535419
2021-10-31,362.46210284844005
2021-11-01,384.8277240240845
2021-11-02,377.5508577928343
2021-11-03,343.6032781899256
2021-11-04,390.427117181471
2021-11-05,358.2297588091733
2021-11-06,325.8681243284743
2021-11-07,389.78857982878037
2021-11-08,365.4927282810447
2021-11-09,404.792289739421
2021-11-10,342.53269897081645
2021-11-11,354.6967672515252
2021-11-12,338.4673210850324
2021-11-13,350.73876340704936
2021-11-14,348.72459209032087
2021-11-15,369.2302699250782
2021-11-16,358.59396302319635
2021-11-17,350.53682065024594
2021-11-18,344.70532934430145
2021-11-19,0.0
2021-11-20,350.09412263226864
2021-11-21,350.01060982061404
2021-11-22,368.36179638587544
2021-11-23,363.35011227117246
2021-11-24,332.9687128830313
2021-11-25,319.73701147698074
2021-11-26,365.457261386328
2021-11-27,345.46740017335753
2021-11-28,369.023686376119
2021-11-29,360.6654693185732
2021-11-30,394.38486276485065
2021-12-01,326.50090396326004
2021-12-02,380.4198913206119
2021-12-03,342.7444224527569
2021-12-04,347.5761352097748
2021-12-05,365.844183697303
2021-12-06,326.97617008174063
2021-12-07,350.6438021620675
2021-12-08,341.6755162996184
2021-12-09,353.25402975149916
2021-12-10,363.53845979373676
2021-12-11,354.6078999725432
2021-12-12,348.72598905457505
2021-12-13,350.1852856977352
2021-12-14,313.83452421418974
2021-12-15,367.84683420301786
2021-12-16,369.16762105168306
2021-12-17,319.0623183619928
2021-12-18,350.55587973839204
2021-12-19,326.64483912255065
2021-12-20,347.0545543344267
2021-12-21,357.56948935913454
2021-12-22,339.0589054639562
2021-12-23,342.9731085541919
2021-12-24,352.5747690642114
2021-12-25,348.00694762386496
2021-12-26,348.75019977150737
2021-12-27,340.44479720787336
2021-12-28,350.96857926185584
2021-12-29,339.78372138374766
2021-12-30,334.46378381980065
2021-12-31,319.1352998726218
2022-01-01,315.64939658330945
2022-01-02,292.5769262620208
2022-01-03,292.2941021978905
2022-01-04,334.70376140731025
2022-01-05,319.8942084749249
2022-01-06,319.70504487459465
2022-01-07,354.858447677557
2022-01-08,317.93238142234316
2022-01-09,305.1975998584337
2022-01-10,337.9825968382262
2022-01-11,338.4827461264216
2022-01-12,0.0
2022-01-13,303.83572011700903
2022-01-14,306.12924974479995
2022-01-15,300.9527698994472
2022-01-16,321.1625977305469
2022-01-17,327.5615918938938
2022-01-18,326.7186901513608
2022-01-19,357.45034602900853
2022-01-20,351.0140147293986
2022-01-21,333.23738717751735
2022-01-22,331.9467611631948
2022-01-23,0.0
2022-01-24,291.7475938426816
2022-01-25,342.6599514634159
2022-01-26,316.9798701449168
2022-01-27,326.8149767984721
2022-01-28,350.27438991303353
2022-01-29,313.09869848678676
2022-01-30,338.9844496064408
2022-01-31,360.4146198428347
2022-02-01,354.487660857408
2022-02-02,283.9476972918218
2022-02-03,329.7940983740019
2022-02-04,0.0
2022-02-05,326.668922530562
2022-02-06,315.36279680085335
2022-02-07,298.5333117700899
2022-02-08,341.10431075426806
2022-02-09,275.3318140613801
2022-02-10,324.93766186046975
2022-02-11,320.21654797185994
2022-02-12,287.06371422473285
2022-02-13,297.85717854033663
2022-02-14,331.9228804001681
2022-02-15,315.45847615213256
2022-02-16,313.36211399917033
2022-02-17,337.15224955960764
2022-02-18,284.1540946509091
2022-02-19,283.72711993665854
2022-02-20,322.7869850226113
2022-02-21,301.63927650696195
2022-02-22,293.4474521921016
2022-02-23,290.26085748839847
2022-02-24,309.4287840416144
2022-02-25,288.2108856677313
2022-02-26,298.4357918899421
2022-02-27,285.67003835027225
2022-02-28,315.29976403399706
2022-03-01,274.8692072057716
2022-03-02,316.10653671972256
2022-03-03,283.116386801884
2022-03-04,303.4640118333644
2022-03-05,278.24619039230976
2022-03-06,310.42746129115375
2022-03-07,296.81817158731735
2022-03-08,307.001754653434
2022-03-09,311.47393267185294
2022-03-10,294.2453732778074
2022-03-11,250.59914260879714
2022-03-12,0.0
2022-03-13,336.70437514476697
2022-03-14,279.55617115178296
2022-03-15,315.06797205677924
2022-03-16,309.59950557962185
2022-03-17,281.7121403089107
2022-03-18,262.07273875879696
2022-03-19,299.88909555979103
2022-03-20,295.8817244415589
2022-03-21,317.0720699983659
2022-03-22,277.139284898814
2022-03-23,287.74434263424496
2022-03-24,325.2042283396783
2022-03-25,283.4032326993472
2022-03-26,285.10743717393774
2022-03-27,320.5951243543381
2022-03-28,259.53300271257694
2022-03-29,317.2597945865684
2022-03-30,270.4051008721622
2022-03-31,301.8493707659528
2022-04-01,322.6839623936064
2022-04-02,302.044997865145
2022-04-03,292.43349142444765
2022-04-04,288.6646980262377
2022-04-05,313.091513033264
2022-04-06,310.29353568648474
2022-04-07,295.2200405971254
2022-04-08,329.40574932756255
2022-04-09,327.6490832917651
2022-04-10,317.18031687554435
2022-04-11,299.14725003451355
2022-04-12,326.1690570215662
2022-04-13,285.09420466686623
2022-04-14,296.1896379444425
2022-04-15,240.0999118958281
2022-04-16,0.0
2022-04-17,263.6710849481326
2022-04-18,271.4011886001126
2022-04-19,285.2843163580543
2022-04-20,286.48624669835505
2022-04-21,282.06119190777565
2022-04-22,292.589328131968
2022-04-23,256.9659270460202
2022-04-24,254.0726730062859
2022-04-25,276.84068729447154
2022-04-26,272.6208495242827
2022-04-27,272.9971154687002
2022-04-28,304.23262620457416
2022-04-29,272.8620589400834
2022-04-30,282.7868257083078
2022-05-01,270.51261974140795
2022-05-02,265.88069921875234
2022-05-03,251.55914276890553
2022-05-04,298.481129341208
2022-05-05,286.11637455702703
2022-05-06,276.2510687918047
2022-05-07,256.2264013178874
2022-05-08,276.6954093350127
2022-05-09,262.2844615418515
2022-05-10,0.0
2022-05-11,251.3963237833717
2022-05-12,259.99575361498137
2022-05-13,295.99293840384547
2022-05-14,256.6762188890598
2022-05-15,267.17236377431186
2022-05-16,0.0
2022-05-17,289.56646901263525
2022-05-18,303.911468312955
2022-05-19,277.9580700909733
2022-05-20,299.1135319415189
2022-05-21,256.9529017179074
2022-05-22,0.0
2022-05-23,293.5751823572061
2022-05-24,221.60958694508605
2022-05-25,268.7062628668004
2022-05-26,285.0534993597145
2022-05-27,280.81956474925363
2022-05-28,251.42305260389412
2022-05-29,269.18361993962674
2022-05-30,0.0
2022-05-31,279.2431915863682
2022-06-01,268.3350128201844
2022-06-02,235.30117032094833
2022-06-03,283.65058397911935
2022-06-04,286.13612328437864
2022-06-05,256.69812632805855
2022-06-06,300.8130665379722
2022-06-07,285.9676244285299
2022-06-08,242.36164785243886
2022-06-09,253.82587472613386
2022-06-10,305.6280945967142
2022-06-11,259.7828508620816
2022-06-12,0.0
2022-06-13,244.15308434087285
2022-06-14,240.04072885811644
2022-06-15,242.5518529164793
2022-06-16,253.70207115027395
2022-06-17,275.76476496451215
2022-06-18,278.4330212231879
2022-06-19,269.8152648536932
2022-06-20,268.35122096456746
2022-06-21,239.70452026322013
2022-06-22,260.146843892547
2022-06-23,264.0648787363432
2022-06-24,278.9387655153119
2022-06-25,234.95494202734878
2022-06-26,261.53746441112656
2022-06-27,241.29340268796577
2022-06-28,248.51761361801084
2022-06-29,270.51481118519075
2022-06-30,280.0042364861165
2022-07-01,0.0
2022-07-02,234.68251377377138
2022-07-03,242.75359924787074
2022-07-04,213.06832259451198
2022-07-05,271.7658069340344
2022-07-06,241.77628264546098
2022-07-07,250.27737148277706
2022-07-08,0.0
2022-07-09,197.84855993397295
2022-07-10,237.7782935104058
2022-07-11,201.0218888850303
2022-07-12,264.89470346210237
2022-07-13,265.0423432575974
2022-07-14,238.0997844123984
2022-07-15,252.8874136868924
2022-07-16,274.09265673859994
2022-07-17,255.52054411887045
2022-07-18,230.53320933635854
2022-07-19,0.0
2022-07-20,265.22935225803576
2022-07-21,294.808954559502
2022-07-22,258.1746668612689
2022-07-23,204.92282319572237
2022-07-24,232.01549135747473
2022-07-25,226.73450360705385
2022-07-26,245.85170856613078
2022-07-27,250.2293148937901
2022-07-28,261.63742588281275
2022-07-29,274.16627324715904
2022-07-30,238.94278163849134
2022-07-31,254.4947289989435
2022-08-01,244.73748967755884
2022-08-02,230.07077870565482
2022-08-03,268.6397530182802
2022-08-04,271.4655117626298
2022-08-05,230.9266664840297
2022-08-06,249.13053240640173
